CREATE_FOLDER_____,CREATE_THREAD_____,DEVICE_ACCESS_____,FS_ACCESS____,FS_ACCESS(CREATE)____,FS_ACCESS(READ)____,__arm_nr_set_tls,_llseek,access,clock_gettime,clone,close,epoll_wait,fcntl64,fstat64,getpid,getpriority,gettid,gettimeofday,getuid32,ioctl,lseek,lstat64,madvise,mkdir,mmap2,mprotect,munmap,open,prctl,pread64,pwrite64,read,recvfrom,setpriority,sigaltstack,sigprocmask,stat64,write,writev,Class
5,38,24,47,23,786,38,6,44,40466,38,949,6657,361,874,1550,32,507,2063,1526,252,108,25,289,5,313,295,148,897,167,7,130,4633,1013,40,39,212,72,2485,26,3
7,49,82,30,81,67,49,6,67,36773,49,512,7072,1031,280,1134,98,613,3649,1109,598,108,25,286,7,447,338,286,286,162,54,791,4192,417,55,57,340,103,2973,49,0
5,38,21,45,4,771,38,34,22,117098,38,877,19963,105,839,15724,71,285,1622,15707,823,39,13,642,5,288,953,132,856,144,19,1,9110,1133,40,42,228,38,3407,147,2
0,8,4,12,5,10,8,9,20,54,8,36,10,79,46,13,16,21,58,27,53,14,15,43,1,39,25,5,41,91,16,30,23,0,5,8,0,32,29,4,3
3,10,2,16,2,15,10,6,73,2555,10,78,1016,34,36,391,124,55,19,433,1126,10,3,144,3,107,271,39,44,92,29,0,714,878,35,10,170,79,419,33,1
0,8,40,48,5,10,8,9,92,147,8,130,51,331,226,40,32,21,203,55,350,14,15,43,1,86,59,52,113,91,88,30,37,0,5,8,0,104,93,4,3
3,9,2,3,3,8,9,6,10,86,9,21,16,5,12,17,25,23,4,34,71,8,6,55,3,58,56,28,27,91,24,0,20,0,6,10,41,29,51,7,2
3,29,5,11,2,23,29,6,20,652,29,47,135,72,58,91,56,182,21,95,206,34,10,96,3,112,207,42,51,111,25,0,675,2,30,34,69,25,173,28,1
29,89,157,271,38,556,99,301,385,2569,89,1766,291,729,583,292,229,333,589,303,2156,677,338,1457,49,1497,2946,503,1111,283,149,155,10422,175,94,137,326,316,1670,1616,3
0,1,0,20,1,718,2,0,10,1,1,728,0,3,714,2,0,12,1,1,0,0,0,26,1,27,16,5,741,0,0,0,1123,0,0,2,20,0,1,101,3
2,13,3,9,2,15,13,6,5,1223,13,37,546,11,11,91,29,27,6,106,213,8,3,79,2,90,155,27,37,95,15,0,227,796,10,15,73,21,264,149,2
6,39,21,47,5,832,39,32,39,143392,39,952,24502,90,938,20190,54,285,1621,20180,899,39,20,349,6,289,409,129,925,143,19,1,5074,1123,41,43,206,71,2335,141,2
5,38,24,49,23,862,38,6,44,40066,38,1026,6615,361,950,1423,32,506,2075,1399,253,108,25,282,5,313,302,148,975,167,7,132,4879,1023,40,39,212,72,2476,26,3
0,10,2,3,1,9,10,6,9,53,10,20,14,5,10,19,43,23,9,37,79,8,4,35,0,40,93,7,24,92,3,0,18,0,7,11,1,25,82,81,3
2,10,2,16,2,15,10,6,5,2236,10,86,732,17,16,237,89,27,9,234,9900,8,3,115,2,132,248,65,44,92,43,0,284,968,8,10,284,31,455,50,2
10,47,14,68,18,628,47,6,138,25795,47,766,4233,409,856,3519,80,266,556,3487,406,32,28,290,13,323,558,157,756,150,128,146,1743,121,51,59,217,122,544,55,4
3,9,2,3,3,8,9,6,12,57,9,22,12,5,14,15,18,23,6,29,49,8,7,36,3,58,53,28,28,91,24,0,18,0,6,10,41,25,38,3,2
2,13,2,26,2,16,13,6,5,2245,13,89,329,19,26,258,101,29,15,261,600,10,3,139,2,280,326,211,54,114,159,0,685,296,10,16,548,45,323,43,1
2,10,2,4,2,9,10,6,5,40,10,21,3,5,8,11,19,26,13,25,46,8,3,50,2,42,209,6,26,92,1,0,17,0,8,11,1,16,33,39,4
5,41,21,45,4,782,41,150,22,135352,41,902,23105,95,915,18931,53,286,1631,18922,928,40,13,302,5,300,398,143,874,149,19,1,6718,1137,43,47,208,48,3222,100,2
0,9,2,3,1,8,9,6,3,164,9,18,9,5,6,14,22,24,7,31,61,8,3,42,0,85,166,55,22,93,49,0,19,0,6,10,125,27,43,8,0
3,11,2,9,3,16,11,6,8,899,11,36,456,11,14,46,29,31,17,57,142,10,4,71,3,72,149,15,40,93,5,0,793,728,12,12,32,32,256,53,2
0,8,39,47,5,10,8,9,90,149,8,128,52,324,221,40,32,21,199,55,342,14,15,44,1,85,58,51,111,91,86,30,38,0,5,8,0,102,93,4,3
3,13,2,16,3,14,13,6,12,1491,13,56,298,11,17,240,60,30,212,257,477,8,4,95,3,109,183,47,44,95,22,0,110,301,10,17,174,40,253,19,2
0,34,24,36,5,20,34,9,93,701,34,116,129,299,171,94,50,193,169,98,386,15,26,135,0,146,289,61,97,124,53,30,88,3,36,40,22,91,150,37,3
3,17,2,21,3,25,17,6,11,370,17,65,50,10,53,61,56,32,174,70,215,8,7,109,3,114,183,40,59,101,18,0,59,46,14,21,112,27,106,20,0
2,8,2,3,2,8,8,6,3,32,8,18,16,5,6,16,21,21,4,29,56,8,3,29,2,32,31,2,23,90,1,0,20,0,5,8,0,21,44,1,1
3,12,2,5,3,10,12,6,15,122,12,25,20,6,16,25,28,26,6,37,76,10,7,60,3,72,90,41,32,95,28,0,606,1,9,16,44,35,54,35,2
3,9,2,3,3,8,9,6,8,60,9,20,13,5,10,15,19,23,4,29,55,8,5,36,3,58,51,28,26,91,24,0,19,0,6,10,41,21,39,3,2
3,25,4,9,2,14,25,40,18,498,25,27,66,69,31,36,28,177,10,40,87,37,10,1151,3,1132,347,14,40,1151,9,0,103,0,26,26,21,19,100,32,2
6,59,8,58,8,51,63,6,107,1161,59,482,152,122,115,123,98,231,75,129,345,32,34,398,10,411,441,185,157,149,55,0,173,46,65,90,405,101,239,89,0
5,35,21,43,5,735,35,34,22,120355,35,831,20475,87,794,16307,65,278,1599,16297,834,39,13,372,5,276,879,120,818,138,19,1,8592,1134,37,36,199,38,3257,87,2
4,12,26,31,4,64,13,54,12,141,12,95,31,43,19,39,37,31,11,53,173,113,14,214,5,229,329,55,139,108,6,0,116,9,10,15,44,52,97,15,1
10,41,7,65,8,1014,41,6,85,38197,41,1160,6070,272,1123,4275,102,268,1240,4292,2855,84,19,240,9,377,495,211,1119,124,163,45,3051,2584,46,45,844,82,1527,77,4
15,100,96,306,114,104,100,161,605,5820,100,780,431,2125,1399,508,208,335,1425,501,1580,37,80,594,16,644,1806,470,709,204,531,881,940,414,139,154,393,624,813,331,4
2,12,2,23,2,16,12,6,6,757,12,66,101,12,22,112,80,32,9,123,373,8,3,118,8,173,285,94,51,100,68,0,55,85,9,13,277,30,190,43,3
2,10,2,16,2,14,10,6,5,136,10,38,20,7,15,30,29,26,4,42,106,8,3,75,2,91,268,22,42,92,18,0,26,13,7,10,105,17,56,27,2
28,110,251,763,129,494,130,352,1351,4248,110,3698,587,3562,2419,484,342,366,3076,546,4767,780,382,2038,62,2136,3856,755,1738,331,1031,192,10534,145,117,180,190,1314,2480,1506,3
6,39,17,44,5,763,39,144,39,142684,39,873,24678,92,868,20835,52,281,1259,20825,361,40,20,289,6,273,394,112,849,137,17,1,4854,776,41,43,201,72,2055,133,2
3,22,2,4,3,10,22,6,13931,5556,22,35,63,24,29,69,56,52,69,27931,92642,10,12,371,3,78,236,12,37,104,5,0,610,20,24,24,2,54,118,30927,1
3,10,2,3,2,8,10,6,5,41,10,22,16,5,10,17,21,23,11,33,44,8,3,33,3,36,31,0,23,90,1,0,19,0,7,10,0,19,39,0,3
3,10,2,3,2,8,10,6,5,51,10,28,15,11,16,17,21,23,11,33,49,8,3,33,3,36,31,0,23,90,1,0,48,0,7,10,0,19,44,0,3
0,8,2,4,1,9,8,6,3,16,8,19,4,5,6,9,15,21,3,19,32,10,3,29,0,32,56,2,24,90,1,0,592,0,5,8,0,11,29,4,1
4,57,12,59,21,840,59,6,178,15108,57,1142,2768,301,1004,1235,114,326,954,1201,1283,108,125,393,6,403,457,176,974,150,51,17,2694,181,67,70,323,109,951,70,0
14,204,55,82,16,117,206,137,469,1486,204,241,426,223,177,262,235,243,702,279,967,223,62,1017,18,994,761,679,307,319,798,45,457,64,206,396,357,475,359,265,0
8,14,50,56,7,122,16,140,44,3567,14,223,688,91,98,518,271,39,24,713,2464,221,37,399,10,456,959,158,269,132,49,0,619,836,12,20,173,92,1118,67,3
2,12,2,15,2,14,12,6,5,985,12,59,128,15,14,120,86,34,13,137,276,8,3,114,2,249,313,179,41,101,160,0,58,82,9,12,499,35,208,31,1
7,45,6,38,7,711,45,6,55,20440,45,804,3512,199,766,2682,67,298,407,2679,407,84,26,246,7,301,471,145,784,128,75,11,1995,126,50,53,312,92,598,89,1
6,34,7,33,5,472,34,32,46,18457,34,538,4275,213,531,752,46,256,1157,738,262,111,13,185,6,201,271,58,536,117,15,6,3070,813,37,35,105,70,1840,71,2
7,51,18,75,16,885,51,35,116,16771,51,1071,3677,447,1115,2090,110,322,780,2089,924,88,25,253,7,359,517,191,1020,135,161,54,3371,386,63,63,422,179,1137,103,0
3,10,2,16,3,15,10,6,8,1044,10,41,127,7,17,113,33,25,20,123,319,10,4,91,3,93,123,29,46,94,17,0,677,268,8,11,165,20,153,26,2
2,10,2,3,2,8,10,6,7,59,10,20,3,6,6,10,20,24,4,24,62,8,3,38,2,73,74,43,23,92,36,0,16,1,7,12,74,18,34,6,2
29,84,187,420,72,375,94,301,677,2883,84,1514,395,1915,1279,325,230,296,1623,354,2713,660,144,1437,48,1554,2945,563,1138,279,538,215,9928,180,91,127,309,709,1621,1684,3
4,12,26,31,4,64,13,54,12,140,12,95,30,43,19,39,37,31,11,53,170,113,14,212,5,229,328,55,139,108,6,0,115,9,10,15,22,52,96,15,1
6,58,8,22,4,18,58,6,101,1123,58,91,176,116,89,128,92,223,72,136,335,32,32,244,6,267,386,148,82,148,45,0,115,47,66,87,303,112,221,76,0
6,36,8,40,8,455,36,12,53,5792,36,562,1149,207,531,568,140,232,407,561,795,34,13,199,6,252,341,108,526,120,70,29,1882,343,38,40,204,101,704,50,1
5,37,4,79,14,67,43,36,68,1895,37,628,482,206,130,374,219,89,195,393,993,15,4,387,11,417,642,189,174,122,72,29,872,490,36,63,105,143,612,98,0
5,40,21,44,4,730,40,52,22,137441,40,848,23464,95,861,19164,54,282,1630,19157,914,40,13,336,5,290,499,134,819,142,19,1,6768,1134,42,46,193,48,3064,143,2
7,43,32,47,9,114,44,54,63,10425,43,184,1765,275,127,753,53,293,408,751,298,217,32,374,8,421,476,153,226,154,32,18,945,40,46,52,215,104,679,37,4
4,17,3,9,4,20,17,6,21,465,17,56,44,18,47,55,48,35,60,61,212,8,9,127,4,141,230,83,50,113,41,0,62,49,16,24,103,29,97,22,0
3,21,2,4,3,10,21,6,22,5175,21,41,64,40,34,68,56,52,37,34564,97811,10,11,329,3,75,227,12,36,103,5,0,614,23,25,23,6,53,126,29145,1
10,17,4,25,7,19,17,6,36,18732,17,68,3669,111,67,2635,53,39,150,2652,4808,12,7,116,14,96,235,30,66,101,20,31,1682,5175,17,22,12,56,2453,61,3
3,9,2,3,3,8,9,6,8,55,9,20,12,5,10,15,19,23,4,29,48,8,5,36,3,58,52,28,26,91,24,0,18,0,6,10,41,21,38,3,2
19,80,28,192,36,80,80,328,464,58665,80,577,8530,937,850,6575,220,156,1502,6606,8831,13,88,587,23,531,1328,366,474,176,417,182,3568,13866,100,118,365,459,4830,405,4
3,27,4,10,3,11,27,6,20,488,27,27,76,70,19,39,25,192,8,42,82,32,13,78,3,83,132,9,39,109,5,1,62,0,28,28,17,35,105,21,4
4,13,3,3,3,18,13,30,16,28018,13,33,39,8,17,51,3355,34,21,11470,17953,8,4,112,4,65,437,23,38,95,11,0,43,0,13,14,1,73,6718,11,2
4,13,5,22,8,26,13,6,33,1442,13,94,238,121,109,184,72,32,180,188,471,8,7,98,4,175,302,116,74,95,112,50,108,264,12,16,347,55,248,99,4
3,8,2,3,2,8,8,6,4,18,8,18,3,5,6,9,17,21,3,22,38,8,3,29,3,32,93,2,23,90,1,0,16,0,5,8,0,11,32,7,3
4,37,13,37,3,719,37,6,23,65398,37,809,12023,95,757,8144,46,266,1184,8120,683,34,11,236,4,279,356,127,783,131,36,0,4352,1473,40,41,168,28,1946,49,2
2,10,2,16,2,14,10,6,5,134,10,38,20,7,15,30,31,26,4,42,99,8,3,75,2,91,260,22,42,92,18,0,26,13,7,10,111,17,60,27,2
0,8,2,4,1,9,8,6,3,15,8,19,3,5,6,9,15,21,3,19,39,10,3,29,0,32,59,2,24,90,1,0,591,0,5,8,0,11,28,4,1
3,12,9,26,9,10,12,6,37,302,12,61,24,207,109,35,37,29,397,138,354,8,3,54,3,62,142,29,62,96,48,98,23,4,9,15,19,65,67,8,1
29,89,157,271,38,556,99,301,387,2573,89,1766,296,730,583,292,234,334,590,304,2181,677,338,1459,49,1494,2944,502,1111,282,149,155,10415,168,94,137,326,316,1665,1628,3
2,14,3,9,2,15,14,6,5,1208,14,37,531,11,11,92,30,31,6,107,190,8,3,82,2,93,157,27,37,96,15,0,228,796,11,16,73,21,269,149,2
4,21,2,23,3,91,21,77,22,8446,21,390,1397,134,319,1491,411,57,145,1862,3442,8,7,136,4,580,829,506,131,103,415,0,581,1182,18,26,110,266,1274,323,3
5,38,51,99,34,826,38,6,50,96278,38,1137,12220,544,999,5689,36,1285,6114,5625,6602,128,22,360,5,355,335,184,1027,156,76,263,5686,8618,40,39,297,139,3396,241,3
6,9,2,16,2,16,9,6,5,187,9,39,27,7,15,33,35,26,6,47,104,8,3,105,8,107,238,40,44,99,24,0,29,8,6,9,91,21,66,35,3
3,18,2,4,3,10,18,6,6,160,18,29,38,21,17,46,39,45,47,65,125,10,4,68,3,60,140,21,29,98,1,0,598,0,23,25,7,31,73,204,1
2,13,2,20,2,26,13,6,5,2425,13,93,223,14,52,193,79,29,12,195,487,10,3,116,2,255,419,188,58,102,154,0,672,246,10,16,449,37,224,37,1
3,9,2,3,3,8,9,6,12,55,9,22,12,5,14,15,18,23,6,29,51,8,7,37,3,58,54,28,28,91,24,0,18,0,6,10,41,25,38,3,2
3,9,2,3,3,8,9,6,8,61,9,20,14,5,10,15,18,23,4,29,51,8,5,36,3,58,52,28,26,91,24,0,20,0,6,10,41,21,38,3,2
4,38,36,26,3,558,38,6,23,57698,38,724,9959,96,613,8331,53,336,550,8322,342,32,11,212,4,296,299,144,635,133,37,0,2118,47,44,41,55,35,913,39,1
8,16,2,27,3,15,16,6,22,48709,16,74,10215,13,26,6096,55,37,5,6097,14423,8,7,105,8,183,257,109,58,99,69,0,2219,14041,15,22,313,37,4283,23,3
3,14,2,25,9,18,14,6,27,197,14,160,46,133,74,42,39,30,238,71,172,10,3,85,3,111,161,46,62,96,56,51,614,111,11,17,71,56,82,10,1
2,25,3,9,2,15,25,6,33,957,25,33,507,7,7,36,42,44,10,52,153,10,3,112,2,122,145,61,37,107,11,0,785,732,22,39,82,50,240,28,1
0,1,0,21,1,730,2,0,10,1,1,742,0,3,726,2,0,12,1,1,0,0,0,26,1,27,16,5,754,0,0,0,1146,0,0,2,21,0,1,107,3
10,17,4,25,7,19,17,6,36,17596,17,68,3391,111,67,2479,53,38,150,2496,4477,12,7,110,14,96,232,30,66,101,20,31,1604,4863,17,22,12,56,2250,60,3
2,10,2,16,2,14,10,6,5,139,10,38,20,7,15,30,29,26,4,42,101,8,3,75,2,91,270,22,42,92,18,0,26,15,7,10,111,17,56,27,2
2,11,2,16,2,15,11,6,5,1677,11,82,616,17,16,157,66,31,9,156,6813,8,3,104,2,131,245,61,44,91,43,0,243,882,9,11,304,31,357,45,2
0,72,8,48,6,217,74,85,217,3408,72,550,140,201,209,138,147,662,112,192,553,17,78,370,2,377,625,203,308,171,72,11,555,4,442,106,128,226,531,190,4
0,8,2,4,1,9,8,6,3,15,8,19,3,5,6,9,15,21,3,19,36,10,3,29,0,32,56,2,24,90,1,0,591,0,5,8,0,11,27,4,1
3,10,2,5,3,10,10,6,12,214,10,26,18,6,17,25,25,24,6,36,69,10,7,52,3,63,92,33,32,92,26,0,599,1,7,12,42,33,52,12,2
2,24,3,9,2,15,24,6,33,919,24,33,469,7,7,35,40,40,10,51,165,10,3,110,2,119,135,61,37,106,11,0,785,732,21,38,82,50,235,26,1
3,9,2,3,3,8,9,6,12,57,9,22,12,5,14,15,18,23,6,29,49,8,7,36,3,58,55,28,28,91,24,0,18,0,6,10,41,25,38,3,2
6,40,17,43,5,744,40,144,39,141345,40,852,24582,91,848,20662,53,282,1258,20653,395,39,20,293,6,283,390,117,829,144,17,1,4815,800,42,44,218,72,2019,129,2
28,94,166,376,43,628,114,301,380,2611,94,3301,262,691,626,286,227,362,536,311,2814,677,341,1803,58,1846,3206,594,1305,288,134,125,10524,163,100,155,370,304,1786,1856,3
3,10,2,8,3,16,10,32,10,1064,10,34,486,8,20,42,25,24,6,53,128,13,4,75,3,82,154,29,38,92,16,0,251,772,7,12,111,20,236,65,2
2,10,2,16,2,14,10,6,5,5462,10,68,1156,14,15,737,69,26,7,778,3924,8,3,92,2,104,193,37,42,90,23,0,332,1885,7,10,208,27,690,26,2
3,9,2,3,3,8,9,6,12,61,9,22,12,5,14,15,18,23,6,29,51,8,7,36,3,58,57,28,28,91,24,0,18,0,6,10,41,25,38,3,2
0,9,2,3,1,8,9,6,3,165,9,18,10,5,6,14,22,24,7,31,60,8,3,42,0,85,166,55,22,93,49,0,20,0,6,10,125,27,44,8,0
24,69,113,157,16,187,73,164,274,5198,69,522,1001,546,367,744,244,256,369,709,2052,349,74,797,33,865,1511,283,511,199,156,34,1194,926,71,93,358,312,1293,1362,3
4,16,3,17,4,15,16,6,20,236,16,50,45,23,32,54,57,37,27,68,181,8,7,109,4,108,189,40,51,103,13,0,37,13,17,21,67,38,114,43,0
3,9,2,3,3,8,9,6,12,59,9,22,12,5,14,15,18,23,6,29,53,8,7,37,3,58,56,28,28,91,24,0,18,0,6,10,41,25,38,3,2
2,10,2,16,2,14,10,6,5,136,10,38,20,7,15,30,30,26,4,42,104,8,3,75,2,91,255,22,42,92,18,0,26,13,7,10,111,17,58,26,2
12,40,8,43,12,39,40,209,114,3406,40,165,850,168,232,546,115,93,380,539,462,14,20,263,13,333,1215,233,140,133,185,50,301,89,53,58,435,118,312,98,4
3,25,4,8,2,13,25,34,18,583,25,24,68,69,30,36,55,177,10,40,79,37,10,171,3,83,347,13,37,107,9,0,99,0,26,26,21,19,97,58,2
29,84,188,425,73,375,94,301,691,2852,84,1518,400,1932,1304,328,236,296,1650,358,2704,660,146,1457,48,1554,2901,564,1147,279,551,215,9929,175,91,127,309,723,1605,1655,3
3,34,17,31,2,547,34,6,22,48098,34,617,9196,93,570,5391,36,256,1161,5377,221,32,10,178,3,218,201,68,607,118,13,0,3424,775,37,36,359,21,1908,30,1
29,85,188,425,73,375,95,301,707,3074,85,1523,409,1932,1304,335,246,300,1650,366,2718,660,146,1439,48,1559,2905,565,1147,279,551,215,9931,173,92,128,309,733,1636,1716,3
2,8,2,16,2,14,8,6,5,131,8,37,17,7,15,24,37,22,4,36,85,8,3,77,2,78,101,19,42,89,13,0,25,8,5,8,76,17,75,9,2
5,44,31,92,25,1564,46,6,52,74279,44,1886,6078,391,1660,1711,45,617,10761,1679,291,108,22,397,7,424,387,196,1730,196,9,148,5588,232,46,51,193,90,2041,51,0
3,39,5,15,9,35,39,30,135,773,39,90,80,41,57,118,82,73,278,152,950,28,184,207,5,206,203,126,76,125,38,0,40121,9,30,60,84,53,152,199,2
3,21,2,32,2,75,21,6,8,894,21,174,108,65,239,121,60,35,69,126,362,8,9,155,3,132,324,44,119,103,28,0,180,143,18,22,57,27,123,161,4
4,35,3,16,4,36,35,69,69,2791,35,156,516,49,43,405,152,68,50,432,1035,8,12,209,4,314,324,235,74,137,100,0,230,531,39,56,441,192,514,46,0
12,26,28,44,8,81,28,109,46,730,26,208,62,56,82,75,59,55,39,83,370,136,23,329,18,380,1457,170,181,146,66,0,660,64,25,39,189,78,509,89,4
20,63,48,215,68,143,64,1195,515,2075,63,559,25,1385,1334,105,111,154,1134,123,627,310,100,506,21,509,2275,254,582,175,383,621,1903,33,94,91,219,534,524,245,4
5,38,18,537,213,63,38,6,861,6763,38,974,765,4162,2299,740,171,70,2277,756,1791,8,50,368,18,400,690,332,884,158,1268,2042,517,1235,38,66,765,1025,911,397,4
10,59,136,176,113,1841,59,6,183,301564,59,2686,35537,1613,2497,22197,107,1134,11889,22174,25164,205,43,581,10,738,507,528,2314,315,170,1107,13616,10336,63,72,1022,252,8786,265,0
3,13,2,9,3,16,13,6,8,229,13,47,88,6,26,69,51,33,18,84,174,10,4,78,3,78,170,18,40,95,5,0,632,24,14,15,35,74,129,18,1
22,18,51,66,11,127,20,163,91,259612,18,218,61275,95,112,31668,123,50,62,31714,36310,230,52,448,27,428,1051,126,290,135,9,0,32528,96493,17,26,27,102,35188,104,3
4,9,2,17,6,15,9,6,16,6532,9,44,1589,72,40,826,28,26,137,840,1960,8,3,66,4,100,139,43,48,91,48,44,426,1612,6,9,170,32,842,11,1
2,8,2,5,2,10,8,6,3,35,8,21,16,5,7,16,20,21,9,31,65,10,3,31,2,54,83,21,27,88,21,0,596,0,5,8,48,19,42,7,1
3,9,2,3,3,8,9,6,8,59,9,20,12,5,10,15,18,23,4,29,50,8,5,36,3,58,52,28,26,91,24,0,18,0,6,10,41,21,36,3,2
13,41,64,24,5,142,41,6,54,82207,41,434,12780,197,299,10432,55,409,1433,10409,1851,84,27,238,23,426,373,274,251,150,83,6,1760,1838,44,44,86,70,1331,117,4
3,12,2,5,2,10,12,7,6,405,12,25,24,10,17,31,27,27,94,45,153,8,3,48,3,47,145,5,30,94,4,0,27,1,9,12,4,17,264,11,3
29,85,187,420,72,375,95,301,681,3122,85,1512,407,1895,1279,330,238,300,1617,359,2726,660,146,1460,48,1557,2900,563,1140,280,538,215,9935,188,92,128,309,711,1624,1649,3
3,13,2,25,3,14,13,6,19,1947,13,49,729,7,15,186,23,30,8,197,405,8,4,83,3,116,214,51,53,95,35,0,295,924,10,16,115,48,359,20,1
19,98,32,149,28,473,98,1917,415,8494,98,1982,594,4246,1342,935,189,210,3472,587,1131,12,80,687,38,671,1726,512,809,273,670,99,2672,291,123,161,723,730,3615,226,4
2,12,2,17,2,15,12,6,7,10432,12,45,1340,8,17,936,38,26,15,937,4135,8,3,93,2,110,143,36,44,96,25,0,908,3580,9,13,92,18,1369,17,1
4,14,5,46,15,16,14,6,85,223,14,113,50,305,207,57,49,40,259,77,178,20,11,77,4,51,123,21,98,94,85,75,1879,12,15,20,6,152,112,85,2
6,40,15,42,5,708,40,144,39,112700,40,811,19837,91,810,16043,54,287,1242,16032,363,40,20,319,6,275,409,113,790,141,16,1,4641,789,42,44,202,72,2065,140,2
8,44,35,47,11,119,45,54,92,11487,44,201,1807,290,150,604,50,437,617,596,269,217,35,420,9,443,497,169,243,178,23,34,24383,45,51,50,66,113,746,48,4
2,11,2,15,2,14,11,6,5,960,11,59,122,15,14,116,86,30,13,133,294,8,3,112,2,247,323,180,41,101,160,0,54,72,8,11,499,35,203,32,1
36,111,250,611,97,564,133,400,1038,4484,111,4020,615,2219,1560,524,340,368,1983,580,4895,886,419,2199,76,2307,4179,781,1639,341,550,211,10382,162,120,183,223,863,2550,2460,3
12,29,124,218,68,55,29,114,369,2193,29,532,164,1544,1024,465,68,65,1842,227,1183,13,37,217,13,290,543,219,518,135,359,685,416,279,35,44,72,447,337,89,4
2,10,2,16,2,14,10,6,5,132,10,38,20,7,15,30,28,26,4,42,102,8,3,76,2,91,243,22,42,92,18,0,26,13,7,10,111,17,54,24,2
3,15,3,8,2,19,15,6,7,623,15,65,68,51,12,92,40,38,26,90,240,8,3,84,3,130,318,60,49,97,47,0,61,114,17,16,112,23,118,31,4
13,43,32,94,27,91,43,152,167,3010,43,342,282,572,501,236,205,127,748,238,850,13,20,644,15,251,8252,132,322,132,178,293,612,277,87,56,173,223,517,579,4
2,22,24,180,76,51,22,6,625,800,22,476,31,1365,1092,60,41,39,952,74,390,8,139,137,2,102,318,62,481,106,321,580,3660,0,20,34,12,553,215,24,4
29,90,157,271,38,559,100,301,387,2535,90,1769,296,730,584,290,231,337,591,303,2306,677,338,1435,49,1498,2904,503,1114,284,149,155,10419,166,95,138,326,316,1753,1615,3
2,12,2,16,2,14,12,6,5,132,12,38,20,7,15,32,31,34,4,44,103,8,3,84,2,97,262,22,42,94,18,0,26,13,9,12,113,17,62,26,2
5,24,59,107,36,17,24,6,182,8255,24,299,619,695,419,659,180,50,5925,609,1619,8,30,236,5,411,601,273,254,163,307,340,327,1163,21,33,500,268,757,116,4
2,11,2,15,2,14,11,6,7,9421,11,50,1204,11,14,859,48,27,8,876,3750,8,3,89,2,109,108,46,41,95,27,0,819,3224,8,14,95,22,1244,22,1
5,13,29,111,19,109,19,54,96,486,13,537,42,299,230,58,45,44,224,96,411,116,36,388,11,400,592,103,296,109,74,57,539,13,11,22,4,140,211,36,3
3,29,5,19,2,18,29,6,20,864,29,51,147,77,30,120,51,186,14,122,231,32,10,135,3,170,305,64,54,111,49,0,73,36,30,31,228,30,154,52,3
4,37,13,36,3,718,37,6,23,76196,37,807,13674,95,755,9957,45,266,1216,9933,843,34,11,247,4,277,356,126,781,130,36,0,4261,1722,40,41,142,28,1908,49,2
2,9,2,8,2,14,9,6,5,1693,9,31,381,7,7,216,38,24,5,231,503,8,3,69,2,75,93,22,34,91,12,0,207,380,6,10,103,21,339,12,2
2,8,2,3,2,8,8,6,3,72,8,18,3,5,6,10,15,22,4,23,41,8,3,34,2,68,188,38,23,90,37,0,16,0,5,8,56,15,28,15,4
19,76,44,207,60,113,76,310,2067,13645,76,1226,991,1444,2233,734,234,175,2989,830,1703,13,450,515,23,523,1797,378,1078,189,421,615,773,845,110,121,715,806,4149,350,4
28,109,203,521,81,496,129,352,888,3106,109,3208,442,1786,1224,377,258,354,1504,446,3547,784,382,2050,62,2020,3897,648,1402,329,407,192,10493,122,110,181,192,674,2050,1497,3
5,32,6,37,5,604,32,6,41,21060,32,674,4514,190,644,1162,55,243,1143,1146,318,84,16,161,5,188,209,51,668,115,15,6,3262,846,34,33,83,58,1812,35,3
5,31,5,10,3,21,31,6,62,801,31,71,137,85,96,88,46,188,147,97,488,32,36,148,5,99,199,23,70,113,6,0,101,2,34,36,25,45,172,583,3
3,48,6,52,17,11,48,6,87,349,48,94,27,386,234,37,69,63,357,60,317,10,3,154,3,156,209,123,94,130,112,84,596,0,45,87,39,133,64,4,1
2,13,3,9,2,15,13,6,5,1252,13,37,536,11,11,92,29,27,6,107,202,8,3,92,2,91,176,32,37,95,16,0,228,795,10,16,35,21,266,150,2
5,33,21,43,4,696,33,34,22,128101,33,792,21779,87,755,17657,63,266,1593,17648,813,39,13,325,5,269,866,118,779,134,19,1,8059,1123,35,34,218,38,3053,82,2
8,29,6,24,16,17,29,6,90,308,29,87,46,159,117,58,55,57,142,71,315,8,41,153,10,151,196,98,82,111,57,58,61,19,28,49,88,89,88,54,0
6,61,103,154,20,71,61,171,314,2654,61,364,620,1100,666,266,228,137,648,487,1499,8,5,532,6,517,410,336,357,179,367,178,358,773,61,74,302,534,681,110,3
4,15,7,18,9,10,15,6,46,181,15,54,3,137,94,17,25,36,84,31,152,8,11,62,4,119,201,76,61,97,90,50,18,0,13,18,191,58,41,22,4
0,8,38,46,5,10,8,9,88,144,8,126,51,317,216,40,32,21,195,55,340,14,15,44,1,84,58,50,109,91,84,30,37,0,5,8,0,100,92,4,3
17,107,27,333,113,415,107,221,1231,7841,107,1110,1005,2693,2239,801,219,295,1744,704,1635,39,68,630,18,556,1270,359,965,202,687,1058,1545,746,144,159,425,1694,1152,290,4
